date,state,district,bio_age_5_17,bio_age_17_
2025-11-07,CHHATTISGARH,GARIYABAND,52,155
2025-11-07,CHHATTISGARH,GAURELA-PENDRA-MARWAHI,3,2
2025-11-07,CHHATTISGARH,JANJGIR-CHAMPA,197,404
2025-11-07,CHHATTISGARH,JASHPUR,304,173
2025-11-07,CHHATTISGARH,KABEERDHAM,111,63
2025-11-07,CHHATTISGARH,KANKER,86,103
2025-11-07,CHHATTISGARH,KAWARDHA,108,99
2025-11-07,CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,1,2
2025-11-07,CHHATTISGARH,KONDAGAON,88,109
2025-11-07,CHHATTISGARH,KORBA,75,259
2025-11-07,CHHATTISGARH,KORIYA,86,118
2025-11-07,CHHATTISGARH,MAHASAMUND,180,184
2025-11-07,CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,0,3
2025-11-07,CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,1,1
2025-11-07,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,5,2
2025-11-07,CHHATTISGARH,MUNGELI,145,255
2025-11-07,CHHATTISGARH,NARAYANPUR,12,35
2025-11-07,CHHATTISGARH,RAIGARH,223,401
2025-11-07,CHHATTISGARH,RAIPUR,240,424
2025-11-07,CHHATTISGARH,RAJNANDGAON,357,249
2025-11-07,CHHATTISGARH,SAKTI,2,14
2025-11-07,CHHATTISGARH,SARANGARH-BILAIGARH,1,6
2025-11-07,CHHATTISGARH,SUKMA,44,41
2025-11-07,CHHATTISGARH,SURAJPUR,127,160
2025-11-07,CHHATTISGARH,SURGUJA,146,164
2025-11-07,CHHATTISGARH,UTTAR BASTAR KANKER,28,65
2025-11-07,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,1,5
2025-11-07,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,68,116
2025-11-07,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,3,8
2025-11-07,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,0,1
2025-11-07,DAMAN & DIU,DAMAN,4,8
2025-11-07,DAMAN & DIU,DIU,5,9
2025-11-07,DAMAN AND DIU,DAMAN,19,10
2025-11-07,DAMAN AND DIU,DIU,36,8
2025-11-07,DELHI,CENTRAL DELHI,68,88
2025-11-07,DELHI,EAST DELHI,253,223
2025-11-07,DELHI,NAJAFGARH,0,3
2025-11-07,DELHI,NEW DELHI,11,6
2025-11-07,DELHI,NORTH DELHI,65,119
2025-11-07,DELHI,NORTH EAST,8,146
2025-11-07,DELHI,NORTH EAST DELHI,220,233
2025-11-07,DELHI,NORTH WEST DELHI,454,611
2025-11-07,DELHI,SHAHDARA,4,16
2025-11-07,DELHI,SOUTH DELHI,236,374
2025-11-07,DELHI,SOUTH WEST DELHI,157,207
2025-11-07,DELHI,WEST DELHI,187,278
2025-11-07,GOA,NORTH GOA,150,121
2025-11-07,GOA,SOUTH GOA,101,78
2025-11-07,GUJARAT,AHMADABAD,9,228
2025-11-07,GUJARAT,AHMEDABAD,1411,1984
2025-11-07,GUJARAT,AMRELI,274,377
2025-11-07,GUJARAT,ANAND,318,509
2025-11-07,GUJARAT,ARVALLI,105,92
2025-11-07,GUJARAT,BANAS KANTHA,3,11
2025-11-07,GUJARAT,BANASKANTHA,481,577
2025-11-07,GUJARAT,BHARUCH,332,295
2025-11-07,GUJARAT,BHAVNAGAR,534,665
2025-11-07,GUJARAT,BOTAD,83,51
2025-11-07,GUJARAT,CHHOTAUDEPUR,112,94
2025-11-07,GUJARAT,DAHOD,544,641
2025-11-07,GUJARAT,DEVBHUMI DWARKA,86,36
2025-11-07,GUJARAT,DOHAD,19,154
2025-11-07,GUJARAT,GANDHINAGAR,189,317
2025-11-07,GUJARAT,GIR SOMNATH,188,98
2025-11-07,GUJARAT,JAMNAGAR,329,325
2025-11-07,GUJARAT,JUNAGADH,272,616
2025-11-07,GUJARAT,KACHCHH,348,402
2025-11-07,GUJARAT,KHEDA,269,576
2025-11-07,GUJARAT,MAHESANA,270,495
2025-11-07,GUJARAT,MAHISAGAR,127,105
2025-11-07,GUJARAT,MORBI,141,84
2025-11-07,GUJARAT,NARMADA,95,133
2025-11-07,GUJARAT,NAVSARI,205,266
2025-11-07,GUJARAT,PANCH MAHALS,1,11
2025-11-07,GUJARAT,PANCHMAHALS,355,578
2025-11-07,GUJARAT,PATAN,228,289
2025-11-07,GUJARAT,PORBANDAR,94,127
2025-11-07,GUJARAT,RAJKOT,608,690
2025-11-07,GUJARAT,SABAR KANTHA,2,18
2025-11-07,GUJARAT,SABARKANTHA,207,454
2025-11-07,GUJARAT,SURAT,1577,1145
2025-11-07,GUJARAT,SURENDRA NAGAR,274,393
2025-11-07,GUJARAT,SURENDRANAGAR,0,14
2025-11-07,GUJARAT,TAPI,143,166
2025-11-07,GUJARAT,THE DANGS,65,88
2025-11-07,GUJARAT,VADODARA,542,1013
2025-11-07,GUJARAT,VALSAD,333,327
2025-11-07,HARYANA,AMBALA,83,221
2025-11-07,HARYANA,BHIWANI,163,191
2025-11-07,HARYANA,CHARKHI DADRI,20,20
2025-11-07,HARYANA,FARIDABAD,292,218
2025-11-07,HARYANA,FATEHABAD,165,243
2025-11-07,HARYANA,GURGAON,176,149
2025-11-07,HARYANA,HISAR,330,287
2025-11-07,HARYANA,JHAJJAR,105,146
2025-11-07,HARYANA,JIND,138,214
2025-11-07,HARYANA,KAITHAL,93,166
2025-11-07,HARYANA,KARNAL,146,265
2025-11-07,HARYANA,KURUKSHETRA,76,196
2025-11-07,HARYANA,MAHENDRAGARH,81,143
2025-11-07,HARYANA,MEWAT,183,130
2025-11-07,HARYANA,PALWAL,164,149
2025-11-07,HARYANA,PANCHKULA,78,104
2025-11-07,HARYANA,PANIPAT,112,171
2025-11-07,HARYANA,REWARI,137,162
2025-11-07,HARYANA,ROHTAK,68,172
2025-11-07,HARYANA,SIRSA,219,286
2025-11-07,HARYANA,SONIPAT,111,169
2025-11-07,HARYANA,YAMUNA NAGAR,142,221
2025-11-07,HARYANA,YAMUNANAGAR,2,7
2025-11-07,HIMACHAL PRADESH,BILASPUR,111,62
2025-11-07,HIMACHAL PRADESH,CHAMBA,246,50
2025-11-07,HIMACHAL PRADESH,HAMIRPUR,101,62
2025-11-07,HIMACHAL PRADESH,KANGRA,456,175
2025-11-07,HIMACHAL PRADESH,KINNAUR,41,9
2025-11-07,HIMACHAL PRADESH,KULLU,103,47
2025-11-07,HIMACHAL PRADESH,LAHUL & SPITI,0,6
2025-11-07,HIMACHAL PRADESH,LAHUL AND SPITI,0,6
2025-11-07,HIMACHAL PRADESH,MANDI,208,136
2025-11-07,HIMACHAL PRADESH,SHIMLA,240,109
2025-11-07,HIMACHAL PRADESH,SIRMAUR,81,45
2025-11-07,HIMACHAL PRADESH,SOLAN,141,54
2025-11-07,HIMACHAL PRADESH,UNA,76,63
2025-11-07,JAMMU & KASHMIR,BANDIPUR,0,1
2025-11-07,JAMMU & KASHMIR,BARAMULA,1,0
2025-11-07,JAMMU & KASHMIR,JAMMU,1,0
2025-11-07,JAMMU & KASHMIR,UDHAMPUR,0,1
2025-11-07,JAMMU AND KASHMIR,ANANTNAG,163,106
2025-11-07,JAMMU AND KASHMIR,BADGAM,21,56
2025-11-07,JAMMU AND KASHMIR,BANDIPORE,24,35
2025-11-07,JAMMU AND KASHMIR,BARAMULA,147,172
2025-11-07,JAMMU AND KASHMIR,BUDGAM,82,14
2025-11-07,JAMMU AND KASHMIR,DODA,275,136
2025-11-07,JAMMU AND KASHMIR,GANDERBAL,26,33
2025-11-07,JAMMU AND KASHMIR,JAMMU,553,253
2025-11-07,JAMMU AND KASHMIR,KARGIL,7,8
2025-11-07,JAMMU AND KASHMIR,KATHUA,181,97
2025-11-07,JAMMU AND KASHMIR,KISHTWAR,64,49
2025-11-07,JAMMU AND KASHMIR,KULGAM,63,33
2025-11-07,JAMMU AND KASHMIR,KUPWARA,131,115
2025-11-07,JAMMU AND KASHMIR,LEH,14,7
2025-11-07,JAMMU AND KASHMIR,PULWAMA,256,80
2025-11-07,JAMMU AND KASHMIR,PUNCH,469,191
2025-11-07,JAMMU AND KASHMIR,RAJOURI,306,148
2025-11-07,JAMMU AND KASHMIR,RAMBAN,306,29
2025-11-07,JAMMU AND KASHMIR,REASI,116,66
2025-11-07,JAMMU AND KASHMIR,SAMBA,97,21
2025-11-07,JAMMU AND KASHMIR,SHUPIYAN,127,16
2025-11-07,JAMMU AND KASHMIR,SRINAGAR,365,291
2025-11-07,JAMMU AND KASHMIR,UDHAMPUR,288,195
2025-11-07,JHARKHAND,BOKARO,148,261
2025-11-07,JHARKHAND,CHATRA,124,173
2025-11-07,JHARKHAND,DEOGHAR,126,146
2025-11-07,JHARKHAND,DHANBAD,186,487
2025-11-07,JHARKHAND,DUMKA,139,170
2025-11-07,JHARKHAND,EAST SINGHBHUM,401,479
2025-11-07,JHARKHAND,GARHWA,174,325
2025-11-07,JHARKHAND,GARHWA *,2,27
2025-11-07,JHARKHAND,GIRIDIH,187,224
2025-11-07,JHARKHAND,GODDA,260,213
2025-11-07,JHARKHAND,GUMLA,127,194
2025-11-07,JHARKHAND,HAZARIBAG,5,13
2025-11-07,JHARKHAND,HAZARIBAGH,122,124
2025-11-07,JHARKHAND,JAMTARA,64,98
2025-11-07,JHARKHAND,KHUNTI,36,59
2025-11-07,JHARKHAND,KODARMA,4,8
2025-11-07,JHARKHAND,KODERMA,59,75
2025-11-07,JHARKHAND,LATEHAR,40,79
2025-11-07,JHARKHAND,LOHARDAGA,28,86
2025-11-07,JHARKHAND,PAKAUR,1,2
2025-11-07,JHARKHAND,PAKUR,17,16
2025-11-07,JHARKHAND,PALAMAU,0,11
2025-11-07,JHARKHAND,PALAMU,166,204
2025-11-07,JHARKHAND,PASHCHIMI SINGHBHUM,9,36
2025-11-07,JHARKHAND,PURBI SINGHBHUM,8,42
2025-11-07,JHARKHAND,RAMGARH,80,87
2025-11-07,JHARKHAND,RANCHI,133,282
2025-11-07,JHARKHAND,SAHEBGANJ,157,159
2025-11-07,JHARKHAND,SAHIBGANJ,3,7
2025-11-07,JHARKHAND,SERAIKELA-KHARSAWAN,168,283
2025-11-07,JHARKHAND,SIMDEGA,84,181
2025-11-07,JHARKHAND,WEST SINGHBHUM,99,243
2025-11-07,KARNATAKA,BAGALKOT,172,132
2025-11-07,KARNATAKA,BAGALKOT *,0,5
2025-11-07,KARNATAKA,BALLARI,66,34
2025-11-07,KARNATAKA,BANGALORE,188,375
2025-11-07,KARNATAKA,BANGALORE RURAL,43,70
2025-11-07,KARNATAKA,BELAGAVI,156,94
2025-11-07,KARNATAKA,BELGAUM,87,218
2025-11-07,KARNATAKA,BELLARY,81,158
2025-11-07,KARNATAKA,BENGALURU,332,392
2025-11-07,KARNATAKA,BENGALURU SOUTH,2,0
2025-11-07,KARNATAKA,BIDAR,155,121
2025-11-07,KARNATAKA,BIJAPUR,60,75
2025-11-07,KARNATAKA,CHAMARAJANAGAR,0,8
2025-11-07,KARNATAKA,CHAMRAJANAGAR,49,45
2025-11-07,KARNATAKA,CHAMRAJNAGAR,2,5
2025-11-07,KARNATAKA,CHICKMAGALUR,17,63
2025-11-07,KARNATAKA,CHIKKABALLAPUR,47,70
2025-11-07,KARNATAKA,CHIKKAMAGALURU,32,23
2025-11-07,KARNATAKA,CHIKMAGALUR,0,5
2025-11-07,KARNATAKA,CHITRADURGA,59,84
2025-11-07,KARNATAKA,DAKSHINA KANNADA,173,172
2025-11-07,KARNATAKA,DAVANAGERE,5,34
2025-11-07,KARNATAKA,DAVANGERE,108,227
2025-11-07,KARNATAKA,DHARWAD,124,177
2025-11-07,KARNATAKA,GADAG,75,72
2025-11-07,KARNATAKA,GADAG *,1,3
2025-11-07,KARNATAKA,GULBARGA,90,180
2025-11-07,KARNATAKA,HASAN,22,44
2025-11-07,KARNATAKA,HASSAN,89,67
2025-11-07,KARNATAKA,HAVERI,104,119
2025-11-07,KARNATAKA,HAVERI *,0,1
2025-11-07,KARNATAKA,KALABURAGI,134,99
2025-11-07,KARNATAKA,KODAGU,15,29
2025-11-07,KARNATAKA,KOLAR,116,133
2025-11-07,KARNATAKA,KOPPAL,89,104
2025-11-07,KARNATAKA,MANDYA,91,125
2025-11-07,KARNATAKA,MYSORE,87,157
2025-11-07,KARNATAKA,MYSURU,137,115
2025-11-07,KARNATAKA,RAICHUR,236,272
2025-11-07,KARNATAKA,RAMANAGAR,83,71
2025-11-07,KARNATAKA,SHIMOGA,40,97
2025-11-07,KARNATAKA,SHIVAMOGGA,65,49
2025-11-07,KARNATAKA,TUMAKURU,75,49
2025-11-07,KARNATAKA,TUMKUR,79,120
2025-11-07,KARNATAKA,UDUPI,71,72
2025-11-07,KARNATAKA,UTTARA KANNADA,113,92
2025-11-07,KARNATAKA,VIJAYANAGARA,12,21
2025-11-07,KARNATAKA,VIJAYAPURA,145,66
2025-11-07,KARNATAKA,YADGIR,94,139
2025-11-07,KERALA,ALAPPUZHA,159,326
2025-11-07,KERALA,ERNAKULAM,177,422
2025-11-07,KERALA,IDUKKI,50,148
2025-11-07,KERALA,KANNUR,138,359
2025-11-07,KERALA,KASARAGOD,85,152
2025-11-07,KERALA,KASARGOD,1,22
2025-11-07,KERALA,KOLLAM,127,380
2025-11-07,KERALA,KOTTAYAM,109,240
2025-11-07,KERALA,KOZHIKODE,209,552
2025-11-07,KERALA,MALAPPURAM,351,752
2025-11-07,KERALA,PALAKKAD,180,559
2025-11-07,KERALA,PATHANAMTHITTA,116,226
2025-11-07,KERALA,THIRUVANANTHAPURAM,187,414
2025-11-07,KERALA,THRISSUR,173,427
2025-11-07,KERALA,WAYANAD,17,88
2025-11-07,LADAKH,KARGIL,4,3
2025-11-07,LADAKH,LEH,2,5
2025-11-07,LAKSHADWEEP,LAKSHADWEEP,6,6
2025-11-07,MADHYA PRADESH,AGAR MALWA,15,55
2025-11-07,MADHYA PRADESH,ALIRAJPUR,52,84
2025-11-07,MADHYA PRADESH,ANUPPUR,37,78
2025-11-07,MADHYA PRADESH,ASHOK NAGAR,38,76
2025-11-07,MADHYA PRADESH,BALAGHAT,169,158
2025-11-07,MADHYA PRADESH,BARWANI,172,145
2025-11-07,MADHYA PRADESH,BETUL,169,172
2025-11-07,MADHYA PRADESH,BHIND,109,81
2025-11-07,MADHYA PRADESH,BHOPAL,231,334
2025-11-07,MADHYA PRADESH,BURHANPUR,137,120
2025-11-07,MADHYA PRADESH,CHHATARPUR,92,136
2025-11-07,MADHYA PRADESH,CHHINDWARA,83,191
2025-11-07,MADHYA PRADESH,DAMOH,96,179
2025-11-07,MADHYA PRADESH,DATIA,19,29
2025-11-07,MADHYA PRADESH,DEWAS,138,193
2025-11-07,MADHYA PRADESH,DHAR,108,94
2025-11-07,MADHYA PRADESH,DINDORI,23,36
2025-11-07,MADHYA PRADESH,EAST NIMAR,26,89
2025-11-07,MADHYA PRADESH,GUNA,79,131
2025-11-07,MADHYA PRADESH,GWALIOR,112,144
2025-11-07,MADHYA PRADESH,HARDA,41,57
2025-11-07,MADHYA PRADESH,HARDA *,7,17
2025-11-07,MADHYA PRADESH,HOSHANGABAD,70,123
2025-11-07,MADHYA PRADESH,INDORE,240,332
2025-11-07,MADHYA PRADESH,JABALPUR,215,312
2025-11-07,MADHYA PRADESH,JHABUA,68,68
2025-11-07,MADHYA PRADESH,KATNI,117,99
2025-11-07,MADHYA PRADESH,KHANDWA,100,89
2025-11-07,MADHYA PRADESH,KHARGONE,125,233
2025-11-07,MADHYA PRADESH,MAIHAR,1,7
2025-11-07,MADHYA PRADESH,MANDLA,29,39
2025-11-07,MADHYA PRADESH,MANDSAUR,69,98
2025-11-07,MADHYA PRADESH,MAUGANJ,0,6
2025-11-07,MADHYA PRADESH,MORENA,149,107
2025-11-07,MADHYA PRADESH,NARMADAPURAM,3,7
2025-11-07,MADHYA PRADESH,NARSIMHAPUR,8,23
2025-11-07,MADHYA PRADESH,NARSINGHPUR,134,85
2025-11-07,MADHYA PRADESH,NEEMUCH,89,43
2025-11-07,MADHYA PRADESH,NIWARI,2,1
2025-11-07,MADHYA PRADESH,PANDHURNA,0,8
2025-11-07,MADHYA PRADESH,PANNA,92,106
2025-11-07,MADHYA PRADESH,RAISEN,115,140
2025-11-07,MADHYA PRADESH,RAJGARH,88,140
2025-11-07,MADHYA PRADESH,RATLAM,119,99
2025-11-07,MADHYA PRADESH,REWA,182,238
2025-11-07,MADHYA PRADESH,SAGAR,148,202
2025-11-07,MADHYA PRADESH,SATNA,271,327
2025-11-07,MADHYA PRADESH,SEHORE,105,159
2025-11-07,MADHYA PRADESH,SEONI,72,101
2025-11-07,MADHYA PRADESH,SHAHDOL,85,116
2025-11-07,MADHYA PRADESH,SHAJAPUR,88,159
2025-11-07,MADHYA PRADESH,SHEOPUR,54,49
2025-11-07,MADHYA PRADESH,SHIVPURI,74,152
2025-11-07,MADHYA PRADESH,SIDHI,80,128
2025-11-07,MADHYA PRADESH,SINGRAULI,73,59
2025-11-07,MADHYA PRADESH,TIKAMGARH,125,163
2025-11-07,MADHYA PRADESH,UJJAIN,347,170
2025-11-07,MADHYA PRADESH,UMARIA,43,81
2025-11-07,MADHYA PRADESH,VIDISHA,106,132
2025-11-07,MADHYA PRADESH,WEST NIMAR,4,21
2025-11-07,MAHARASHTRA,AHMADNAGAR,902,1308
2025-11-07,MAHARASHTRA,AHMED NAGAR,8,45
2025-11-07,MAHARASHTRA,AKOLA,149,890
2025-11-07,MAHARASHTRA,AMRAVATI,327,1186
2025-11-07,MAHARASHTRA,AURANGABAD,372,1109
2025-11-07,MAHARASHTRA,BEED,367,702
2025-11-07,MAHARASHTRA,BHANDARA,114,416
2025-11-07,MAHARASHTRA,BID,2,75
2025-11-07,MAHARASHTRA,BULDANA,11,240
2025-11-07,MAHARASHTRA,BULDHANA,326,1082
2025-11-07,MAHARASHTRA,CHANDRAPUR,237,1245
2025-11-07,MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,3,6
2025-11-07,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,2,16
2025-11-07,MAHARASHTRA,DHARASHIV,2,3
2025-11-07,MAHARASHTRA,DHULE,293,727
2025-11-07,MAHARASHTRA,GADCHIROLI,237,1096
2025-11-07,MAHARASHTRA,GONDIA,0,12
2025-11-07,MAHARASHTRA,GONDIYA,89,453
2025-11-07,MAHARASHTRA,GONDIYA *,0,35
2025-11-07,MAHARASHTRA,HINGOLI,209,599
2025-11-07,MAHARASHTRA,HINGOLI *,0,1
2025-11-07,MAHARASHTRA,JALGAON,601,2282
2025-11-07,MAHARASHTRA,JALNA,300,857
2025-11-07,MAHARASHTRA,KOLHAPUR,476,978
2025-11-07,MAHARASHTRA,LATUR,310,1092
2025-11-07,MAHARASHTRA,MUMBAI,895,2229
2025-11-07,MAHARASHTRA,MUMBAI CITY,233,100
2025-11-07,MAHARASHTRA,MUMBAI SUBURBAN,888,452
2025-11-07,MAHARASHTRA,MUMBAI( SUB URBAN ),4,59
2025-11-07,MAHARASHTRA,NAGPUR,554,1663
2025-11-07,MAHARASHTRA,NANDED,473,1805
2025-11-07,MAHARASHTRA,NANDURBAR,336,1044
2025-11-07,MAHARASHTRA,NANDURBAR *,0,26
2025-11-07,MAHARASHTRA,NASHIK,1067,3441
2025-11-07,MAHARASHTRA,OSMANABAD,241,618
2025-11-07,MAHARASHTRA,PALGHAR,547,368
2025-11-07,MAHARASHTRA,PARBHANI,476,722
2025-11-07,MAHARASHTRA,PUNE,1682,2066
2025-11-07,MAHARASHTRA,RAIGAD,27,44
2025-11-07,MAHARASHTRA,RAIGARH,511,535
2025-11-07,MAHARASHTRA,RAIGARH(MH),1,5
2025-11-07,MAHARASHTRA,RATNAGIRI,330,874
2025-11-07,MAHARASHTRA,SANGLI,523,1455
2025-11-07,MAHARASHTRA,SATARA,672,929
2025-11-07,MAHARASHTRA,SINDHUDURG,200,278
2025-11-07,MAHARASHTRA,SOLAPUR,868,1211
2025-11-07,MAHARASHTRA,THANE,2151,3282
2025-11-07,MAHARASHTRA,WARDHA,356,1086
2025-11-07,MAHARASHTRA,WASHIM,198,1034
2025-11-07,MAHARASHTRA,WASHIM *,0,17
2025-11-07,MAHARASHTRA,YAVATMAL,570,3392
2025-11-07,MANIPUR,BISHNUPUR,375,169
2025-11-07,MANIPUR,CHANDEL,112,35
2025-11-07,MANIPUR,CHURACHANDPUR,222,83
2025-11-07,MANIPUR,IMPHAL EAST,627,449
2025-11-07,MANIPUR,IMPHAL WEST,754,617
2025-11-07,MANIPUR,JIRIBAM,2,3
2025-11-07,MANIPUR,KAKCHING,10,5
2025-11-07,MANIPUR,SENAPATI,146,119
2025-11-07,MANIPUR,TAMENGLONG,165,62
2025-11-07,MANIPUR,THOUBAL,642,333
2025-11-07,MANIPUR,UKHRUL,92,77
2025-11-07,MEGHALAYA,EAST GARO HILLS,3,5
2025-11-07,MEGHALAYA,EAST JAINTIA HILLS,17,2
2025-11-07,MEGHALAYA,EAST KHASI HILLS,39,28
2025-11-07,MEGHALAYA,NORTH GARO HILLS,3,2
2025-11-07,MEGHALAYA,RI BHOI,31,5
2025-11-07,MEGHALAYA,SOUTH GARO HILLS,9,0
2025-11-07,MEGHALAYA,SOUTH WEST GARO HILLS,4,3
2025-11-07,MEGHALAYA,SOUTH WEST KHASI HILLS,62,5
2025-11-07,MEGHALAYA,WEST GARO HILLS,39,45
2025-11-07,MEGHALAYA,WEST JAINTIA HILLS,19,7
2025-11-07,MEGHALAYA,WEST KHASI HILLS,70,17
2025-11-07,MIZORAM,AIZAWL,32,28
2025-11-07,MIZORAM,CHAMPHAI,20,7
2025-11-07,MIZORAM,KOLASIB,20,5
2025-11-07,MIZORAM,LAWNGTLAI,5,34
2025-11-07,MIZORAM,LUNGLEI,9,13
2025-11-07,MIZORAM,MAMIT,6,3
2025-11-07,MIZORAM,MAMMIT,0,3
2025-11-07,MIZORAM,SAIHA,0,10
2025-11-07,MIZORAM,SERCHHIP,50,12
2025-11-07,NAGALAND,CHUMUKEDIMA,4,2
2025-11-07,NAGALAND,DIMAPUR,143,66
2025-11-07,NAGALAND,KIPHIRE,2,13
2025-11-07,NAGALAND,KOHIMA,9,55
2025-11-07,NAGALAND,LONGLENG,0,8
2025-11-07,NAGALAND,MELURI,1,11
2025-11-07,NAGALAND,MOKOKCHUNG,29,27
2025-11-07,NAGALAND,MON,196,48
2025-11-07,NAGALAND,NOKLAK,4,12
2025-11-07,NAGALAND,PEREN,18,8
2025-11-07,NAGALAND,PHEK,12,32
2025-11-07,NAGALAND,SHAMATOR,0,1
2025-11-07,NAGALAND,TUENSANG,21,50
2025-11-07,NAGALAND,WOKHA,4,13
2025-11-07,NAGALAND,ZUNHEBOTO,8,39
2025-11-07,ODISHA,ANGUL,232,164
2025-11-07,ODISHA,ANUGUL,4,20
2025-11-07,ODISHA,BALANGIR,663,223
2025-11-07,ODISHA,BALESHWAR,66,148
2025-11-07,ODISHA,BALESWAR,832,254
2025-11-07,ODISHA,BARGARH,604,267
2025-11-07,ODISHA,BAUDH,19,18
2025-11-07,ODISHA,BHADRAK,556,270
2025-11-07,ODISHA,BOUDH,156,68
2025-11-07,ODISHA,CUTTACK,716,364
2025-11-07,ODISHA,DEBAGARH,108,29
2025-11-07,ODISHA,DHENKANAL,316,193
2025-11-07,ODISHA,GAJAPATI,388,202
2025-11-07,ODISHA,GANJAM,975,639
2025-11-07,ODISHA,JAGATSINGHAPUR,536,191
2025-11-07,ODISHA,JAGATSINGHPUR,48,129
2025-11-07,ODISHA,JAJAPUR,323,308
2025-11-07,ODISHA,JAJPUR,145,72
2025-11-07,ODISHA,JHARSUGUDA,154,102
2025-11-07,ODISHA,KALAHANDI,408,391
2025-11-07,ODISHA,KANDHAMAL,452,215
2025-11-07,ODISHA,KENDRAPARA,513,271
2025-11-07,ODISHA,KENDUJHAR,498,334
2025-11-07,ODISHA,KHORDA,567,334
2025-11-07,ODISHA,KHORDHA,39,96
2025-11-07,ODISHA,KORAPUT,467,378
2025-11-07,ODISHA,MALKANGIRI,220,155
2025-11-07,ODISHA,MAYURBHANJ,1169,571
2025-11-07,ODISHA,NABARANGAPUR,459,188
2025-11-07,ODISHA,NAYAGARH,347,175
2025-11-07,ODISHA,NUAPADA,211,89
2025-11-07,ODISHA,PURI,482,262
2025-11-07,ODISHA,RAYAGADA,388,192
2025-11-07,ODISHA,SAMBALPUR,262,169
2025-11-07,ODISHA,SONAPUR,233,61
2025-11-07,ODISHA,SUBARNAPUR,27,30
2025-11-07,ODISHA,SUNDARGARH,22,81
2025-11-07,ODISHA,SUNDERGARH,389,342
2025-11-07,ORISSA,ANUGUL,0,5
2025-11-07,ORISSA,BALANGIR,62,91
2025-11-07,ORISSA,BALESHWAR,17,44
2025-11-07,ORISSA,BARGARH,6,9
2025-11-07,ORISSA,BHADRAK,11,45
2025-11-07,ORISSA,CUTTACK,7,41
2025-11-07,ORISSA,DHENKANAL,18,18
2025-11-07,ORISSA,GAJAPATI,1,1
2025-11-07,ORISSA,GANJAM,17,70
2025-11-07,ORISSA,JAGATSINGHAPUR,4,4
2025-11-07,ORISSA,JAJAPUR,3,8
2025-11-07,ORISSA,JHARSUGUDA,1,2
2025-11-07,ORISSA,KANDHAMAL,4,5
2025-11-07,ORISSA,KENDRAPARA,0,1
2025-11-07,ORISSA,KENDUJHAR,0,3
2025-11-07,ORISSA,KHORDHA,29,131
2025-11-07,ORISSA,KORAPUT,2,10
2025-11-07,ORISSA,MALKANGIRI,2,2
2025-11-07,ORISSA,MAYURBHANJ,0,5
2025-11-07,ORISSA,NAYAGARH,11,20
2025-11-07,ORISSA,PURI,14,20
2025-11-07,ORISSA,RAYAGADA,0,20
2025-11-07,ORISSA,SAMBALPUR,0,3
2025-11-07,ORISSA,SONAPUR,0,1
2025-11-07,ORISSA,SUBARNAPUR,4,2
2025-11-07,ORISSA,SUNDARGARH,5,18
2025-11-07,PONDICHERRY,KARAIKAL,2,84
2025-11-07,PONDICHERRY,PONDICHERRY,50,391
2025-11-07,PONDICHERRY,YANAM,0,1
2025-11-07,PUDUCHERRY,KARAIKAL,55,91
2025-11-07,PUDUCHERRY,PUDUCHERRY,99,149
2025-11-07,PUDUCHERRY,YANAM,3,1
2025-11-07,PUNJAB,AMRITSAR,475,539
2025-11-07,PUNJAB,BARNALA,280,119
2025-11-07,PUNJAB,BATHINDA,533,340
2025-11-07,PUNJAB,FARIDKOT,181,167
2025-11-07,PUNJAB,FATEHGARH SAHIB,388,139
2025-11-07,PUNJAB,FAZILKA,185,219
2025-11-07,PUNJAB,FEROZEPUR,326,221
2025-11-07,PUNJAB,FIROZPUR,34,83
2025-11-07,PUNJAB,GURDASPUR,214,601
2025-11-07,PUNJAB,HOSHIARPUR,132,478
2025-11-07,PUNJAB,JALANDHAR,269,524
2025-11-07,PUNJAB,KAPURTHALA,114,251
2025-11-07,PUNJAB,LUDHIANA,895,898
2025-11-07,PUNJAB,MALERKOTLA,139,56
2025-11-07,PUNJAB,MANSA,304,191
2025-11-07,PUNJAB,MOGA,194,332
2025-11-07,PUNJAB,MUKTSAR,23,53
2025-11-07,PUNJAB,NAWANSHAHR,4,129
2025-11-07,PUNJAB,PATHANKOT,80,98
2025-11-07,PUNJAB,PATIALA,558,425
2025-11-07,PUNJAB,RUPNAGAR,77,208
2025-11-07,PUNJAB,S.A.S NAGAR(MOHALI),3,42
2025-11-07,PUNJAB,SANGRUR,481,346
2025-11-07,PUNJAB,SAS NAGAR (MOHALI),208,196
2025-11-07,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,122,126
